,strain,name,ORF,gene_set,set_info,cluster,strain_order,Description
349,act1-112,ACT1,YFL039C,kinetochore spindle actin tubulin mitotic exit,pos_with_GEF,7,265,"Actin; structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions"
350,srp40,SRP40,YKR092C,ribosomal,pos_with_GEF,7,266,Nucleolar serine-rich protein; role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140
351,deg1,DEG1,YFL001W,tRNA modification,pos_with_GEF,7,267,"tRNA:pseudouridine synthase; introduces pseudouridines at position 38 or 39 in tRNA; also responsible for pseudouracil modification of some mRNAs; important for maintenance of translation efficiency and normal cell growth, localizes to both the nucleus and cytoplasm; non-essential for viability"
352,ssa2,SSA2,YLL024C,CVT pathway mitochondria and vacuole,pos_with_GEF,7,268,"HSP70 family ATP-binding protein; involved in protein folding, vacuolar import of proteins; required for ubiquitin-dependent degradation of short-lived proteins; associated with chaperonin-containing T-complex; 98% identical to paralog Ssa1p with distinct functional specificity in propagation of yeast [URE3] prions and vacuolar-mediated degradation of gluconeogenesis enzymes; binds tRNA, has role in tRNA nuclear import during starvation"
353,cdc53-1,CDC53,YDL132W,kinetochore spindle actin tubulin mitotic exit,pos_with_GEF,7,270,"Cullin; structural protein of SCF complexes (which also contain Skp1p, Cdc34p, Hrt1p and an F-box protein) involved in ubiquitination; SCF promotes the G1-S transition by targeting G1 cyclins and the Cln-CDK inhibitor Sic1p for degradation; human homolog CUL1 can complement yeast cdc53 null mutant"
354,zrt3,ZRT3,YKL175W,CVT pathway mitochondria and vacuole,pos_with_GEF,7,271,Vacuolar membrane zinc transporter; transports zinc from storage in the vacuole to the cytoplasm when needed; transcription is induced under conditions of zinc deficiency
355,zrt3,ZRT3,YKL175W,ER and Golgi transport,pos_with_GEF,7,271,Vacuolar membrane zinc transporter; transports zinc from storage in the vacuole to the cytoplasm when needed; transcription is induced under conditions of zinc deficiency
356,sas3,SAS3,YBL052C,histones and chromatin,pos_with_GEF,7,272,"Histone acetyltransferase catalytic subunit of NuA3 complex; acetylates histone H3, involved in transcriptional silencing; homolog of the mammalian MOZ proto-oncogene; mutant has aneuploidy tolerance; sas3gcn5 double mutation is lethal"
357,iki1,IKI1,YHR187W,tRNA modification,pos_with_GEF,7,274,Subunit of hexameric RecA-like ATPase Elp456 Elongator subcomplex; which is required for modification of wobble nucleosides in tRNA; iki1 mutations confer resistance to the K. lactis toxin zymocin
358,uba4,UBA4,YHR111W,tRNA modification,pos_with_GEF,7,275,E1-like protein that activates Urm1p before urmylation; also acts in thiolation of the wobble base of cytoplasmic tRNAs by adenylating and then thiolating Urm1p; receives sulfur from Tum1p
359,urm1,URM1,YIL008W,tRNA modification,pos_with_GEF,7,276,Ubiquitin-like protein involved in thiolation of cytoplasmic tRNAs; receives sulfur from the E1-like enzyme Uba4p and transfers it to tRNA; also functions as a protein tag with roles in nutrient sensing and oxidative stress response
360,met30-9,MET30,YIL046W,kinetochore spindle actin tubulin mitotic exit,pos_with_GEF,7,278,"F-box protein containing five copies of the WD40 motif; controls cell cycle function, sulfur metabolism, and methionine biosynthesis as part of the ubiquitin ligase complex; interacts with and regulates Met4p, localizes within the nucleus; dissociation of Met30p from SCF complex in response to cadmium stress is regulated by Cdc48p"
361,ceg1-34,CEG1,YGL130W,5' mRNA capping,mixed,expanded dataset,,"Guanylyltransferase involved in mRNA 5' capping; subunit of mRNA capping enzyme, which is a heterotetramer composed of two molecules of Ceg1p and a homodimer of Cet1p, the mRNA 5'-triphosphatase subunit; nuclear import of Ceg1p requires interaction with Cet1p; mammalian capping enzyme is a single bifunctional polypeptide; human homolog RNGTT can complement yeast ceg1 null mutant"
362,cet1-15,CET1,YPL228W,5' mRNA capping,pos_with_GAP,expanded dataset,,"RNA 5'-triphosphatase involved in mRNA 5' capping; subunit of mRNA capping enzyme, which is a heterotetramer composed of a Cet1p homodimer and two molecules of guanylyltransferase Ceg1p; Cet1p also has a role in regulation of RNAPII pausing at promoter-proximal sites; interaction between Cet1p and Ceg1p is required for Ceg1p nuclear import; mammalian enzyme is single bifunctional polypeptide; human homolog RNGTT can complement yeast cet1 null mutant"
363,dcs1,DCS1,YLR270W,5' mRNA capping,pos_with_GAP,expanded dataset,,"Non-essential hydrolase involved in mRNA decapping; activates Xrn1p; may function in a feedback mechanism to regulate deadenylation, contains pyrophosphatase activity and a HIT (histidine triad) motif; acts as inhibitor of neutral trehalase Nth1p; required for growth on glycerol medium; protein abundance increases in response to DNA replication stress; DCS1 has a paralog, DCS2, that arose from the whole genome duplication"
364,pab1-5002,PAB1,YER165W,5' mRNA capping,pos_with_GAP,expanded dataset,,"Poly(A) binding protein; interacts with the cleavage factor complex CF I, mediates interactions between the 5' cap structure and the 3' mRNA poly(A) tail, involved in control of poly(A) tail length, interacts with translation factor eIF-4G; stimulates, but is not required for the deadenylation activity of the Pan2p-Pan3p poly(A)-ribonuclease complex"
365,mpc2,MPC2,YHR162W,CVT pathway mitochondria and vacuole,pos_with_GEF,expanded dataset,,"Highly conserved subunit of the mitochondrial pyruvate carrier (MPC); expressed during growth on fermentable carbon sources, and heterodimerizes with Mpc1p to form the fermentative isoform of MPC; MPC localizes to the mitochondrial inner membrane and mediates pyruvate uptake; MPC2 paralog, MPC3, heterodimerizes with Mpc1p to form the respiratory MPC isoform"
366,ypt10,YPT10,YBR264C,CVT pathway mitochondria and vacuole,pos_with_GEF,expanded dataset,,Rab family GTP-binding protein; contains the PEST signal sequence specific for proteolytic enzymes; may be involved in vesicular transport; overexpression leads to accumulation of Golgi-like cisternae with budding vesicles
367,bet2-1,BET2,YPR176C,ER and Golgi transport,pos_with_GAP,expanded dataset,,Beta subunit of Type II geranylgeranyltransferase; required for vesicular transport between the endoplasmic reticulum and the Golgi; provides a membrane attachment moiety to Rab-like proteins Ypt1p and Sec4p; human homolog RABGGTB can complement yeast BET2 mutant
368,cdc43-2,CDC43,YGL155W,ER and Golgi transport,pos_with_GEF,expanded dataset,,Beta subunit of geranylgeranyltransferase type I; subunit of the Ram2p-Cdc43p heterodimer that catalyzes the geranylgeranylation of the cysteine residue in proteins containing a C-terminal CaaX sequence ending in Leu or Phe; has substrates important for morphogenesis
369,cog2-1,COG2,YGR120C,ER and Golgi transport,mixed,expanded dataset,,Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments; the components of the Golgi complex are Gog1p through Cog8p
370,cog3-1,COG3,YER157W,ER and Golgi transport,pos_with_GAP,expanded dataset,,Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments
371,cop1-1,COP1,YDL145C,ER and Golgi transport,pos_with_GAP,expanded dataset,,Alpha subunit of COPI vesicle coatomer complex; complex surrounds transport vesicles in the early secretory pathway
372,did4,DID4,YKL002W,ER and Golgi transport,pos_with_GAP,expanded dataset,,"Class E Vps protein of the ESCRT-III complex; required for sorting of integral membrane proteins into lumenal vesicles of multivesicular bodies, and for delivery of newly synthesized vacuolar enzymes to the vacuole, involved in endocytosis"
373,did4,DID4,YKL002W,ER and Golgi transport,mixed,expanded dataset,,"Class E Vps protein of the ESCRT-III complex; required for sorting of integral membrane proteins into lumenal vesicles of multivesicular bodies, and for delivery of newly synthesized vacuolar enzymes to the vacuole, involved in endocytosis"
374,get2,GET2,YER083C,ER and Golgi transport,mixed,expanded dataset,,Subunit of the GET complex; involved in insertion of proteins into the ER membrane; required for the retrieval of HDEL proteins from the Golgi to the ER in an ERD2 dependent fashion and for meiotic nuclear division
375,imh1,IMH1,YLR309C,ER and Golgi transport,pos_with_GAP,expanded dataset,,"Protein involved in vesicular transport; mediates transport between an endosomal compartment and the Golgi, contains a Golgi-localization (GRIP) domain that interacts with activated Arl1p-GTP to localize Imh1p to the Golgi"
376,rgp1,RGP1,YDR137W,ER and Golgi transport,mixed,expanded dataset,,Subunit of a Golgi membrane exchange factor (Ric1p-Rgp1p); this complex catalyzes nucleotide exchange on Ypt6p
377,sec17-1,SEC17,YBL050W,ER and Golgi transport,pos_with_GAP,expanded dataset,,"Alpha-SNAP cochaperone; SNARE-complex adaptor for Sec18 (NSF) during the disassembly of postfusion cis-SNARE complexes; stimulates the ATPase activity of Sec18p; peripheral membrane protein required for vesicular transport between ER and Golgi, the 'priming' step in homotypic vacuole fusion, and autophagy; similar to mammalian alpha-SNAP"
378,sec18-1,SEC18,YBR080C,ER and Golgi transport,pos_with_GAP,expanded dataset,,"AAA ATPase and SNARE disassembly chaperone; required for vesicular transport between ER and Golgi, the 'priming' step in homotypic vacuole fusion, autophagy, and protein secretion; releases Sec17p from SNAP complexes; has similarity to mammalian N-ethylmaleimide-sensitive factor (NSF)"
379,sec22-1,SEC22,YLR268W,ER and Golgi transport,pos_with_GAP,expanded dataset,,"R-SNARE protein; assembles into SNARE complex with Bet1p, Bos1p and Sed5p; cycles between the ER and Golgi complex; involved in anterograde and retrograde transport between the ER and Golgi; synaptobrevin homolog"
380,sec22-3,SEC22,YLR268W,ER and Golgi transport,mixed,expanded dataset,,"R-SNARE protein; assembles into SNARE complex with Bet1p, Bos1p and Sed5p; cycles between the ER and Golgi complex; involved in anterograde and retrograde transport between the ER and Golgi; synaptobrevin homolog"
381,sec23-1,SEC23,YPR181C,ER and Golgi transport,mixed,expanded dataset,,"GTPase-activating protein, stimulates the GTPase activity of Sar1p; component of the Sec23p-Sec24p heterodimer of the COPII vesicle coat, involved in ER to Golgi transport; substrate of Ubp3/Bre5 complex; ubiquitylated by Ub-ligase Rsp5p; proteasome-mediated degradation of Sec23p is regulated by Cdc48p"
382,sec28,SEC28,YIL076W,ER and Golgi transport,mixed,expanded dataset,,"Epsilon-COP subunit of the coatomer; regulates retrograde Golgi-to-ER protein traffic; stabilizes Cop1p, the alpha-COP and the coatomer complex; non-essential for cell growth; protein abundance increases in response to DNA replication stress"
383,sec39-5001,SEC39,YLR440C,ER and Golgi transport,pos_with_GEF,expanded dataset,,Component of the Dsl1p tethering complex; this complex interacts with ER SNAREs Sec20p and Use1p; mediates Sey1p-independent homotypic ER fusion; proposed to be involved in protein secretion; localizes to the ER and nuclear envelope
384,sly1-ts,SLY1,YDR189W,ER and Golgi transport,mixed,expanded dataset,,Hydrophilic protein involved in ER/Golgi vesicle trafficking; SM (Sec1/Munc-18) family protein that binds the tSNARE Sed5p and stimulates its assembly into a trans-SNARE membrane-protein complex
385,vps24,VPS24,YKL041W,ER and Golgi transport,pos_with_GAP,expanded dataset,,One of four subunits of the ESCRT-III complex; forms an endosomal sorting complex required for transport III (ESCRT-III) subcomplex with Did4p; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway
386,vps51,VPS51,YKR020W,ER and Golgi transport,mixed,expanded dataset,,"Component of the GARP (Golgi-associated retrograde protein) complex; GARP is required for the recycling of proteins from endosomes to the late Golgi, and for mitosis after DNA damage induced checkpoint arrest; links the (VFT/GARP) complex to the SNARE Tlg1p; members of the GARP complex are Vps51p-Vps52p-Vps53p-Vps54p"
387,yip1-4,YIP1,YGR172C,ER and Golgi transport,pos_with_GAP,expanded dataset,,"Integral membrane protein; required for the biogenesis of ER-derived COPII transport vesicles; interacts with Yif1p and Yos1p; localizes to the Golgi, the ER, and COPII vesicles; human homolog YIPF5 can complement yeast yip1 mutant"
388,ykt6-5001,YKT6,YKL196C,ER and Golgi transport,pos_with_GAP,expanded dataset,,"Vesicle membrane protein (v-SNARE) with acyltransferase activity; involved in trafficking to and within the Golgi, endocytic trafficking to the vacuole, and vacuolar fusion; membrane localization due to prenylation at the carboxy-terminus; human homolog YKT6 can complement yeast ykt6 mutant"
389,ypf1,YPF1,YKL100C,ER and Golgi transport,mixed,expanded dataset,,"Intramembrane aspartyl protease of the perinuclear ER membrane; acts in a branch of ER-associated degradation (ERAD) that degrades functional proteins rather than misfolded proteins; regulates abundance of high-affinity plasma membrane transporters, such as Ctr1p and Zrt1p, during the starvation response; has a presenilin fold; member of the GxGD family of intramembrane proteases; closest human homolog is signal peptide peptidase (SPP)"
390,ypt10,YPT10,YBR264C,ER and Golgi transport,pos_with_GEF,expanded dataset,,Rab family GTP-binding protein; contains the PEST signal sequence specific for proteolytic enzymes; may be involved in vesicular transport; overexpression leads to accumulation of Golgi-like cisternae with budding vesicles
391,ypt6,YPT6,YLR262C,ER and Golgi transport,mixed,expanded dataset,,"Rab family GTPase; required for endosome-to-Golgi, intra-Golgi retrograde, and retrograde Golgi-to-ER transport; temporarily at the Golgi, dissociating into the cytosol on arrival of the late Golgi GTPase Ypt32p; Golgi-localized form is GTP bound, while cytosolic form is GDP-bound; required for delivery of Atg9p to the phagophore assembly site during autophagy under heat stress, with Ypt6p for starvation induced autophagy and for the CVT pathway; homolog of mammalian Rab6"
392,nbp2,NBP2,YDR162C,MAPK HOG pathway,mixed,expanded dataset,,Protein involved in the HOG (high osmolarity glycerol) pathway; negatively regulates Hog1p by recruitment of phosphatase Ptc1p to the Pbs2p-Hog1p complex; interacts with Bck1p and down regulates the cell wall integrity pathway; found in the nucleus and cytoplasm; contains an SH3 domain and a Ptc1p binding domain (PBM)
393,ptc1,PTC1,YDL006W,MAPK HOG pathway,mixed,expanded dataset,,"Type 2C protein phosphatase (PP2C); dephosphorylates Hog1p, inactivating osmosensing MAPK cascade; involved in Fus3p activation during pheromone response; deletion affects precursor tRNA splicing, mitochondrial inheritance, and sporulation"
394,sho1,SHO1,YER118C,MAPK HOG pathway,pos_with_GEF,expanded dataset,,"Transmembrane osmosensor for filamentous growth and HOG pathways; involved in activation of the Cdc42p- and MAP kinase-dependent filamentous growth pathway and the high-osmolarity glycerol (HOG) response pathway; phosphorylated by Hog1p; interacts with Pbs2p, Msb2p, Hkr1p, and Ste11p"
395,hos2,HOS2,YGL194C,Rpd3L,pos_with_GAP,expanded dataset,,"Histone deacetylase and subunit of Set3 and Rpd3L complexes; required for gene activation via specific deacetylation of lysines in H3 and H4 histone tails; subunit of the Set3 complex, a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; co-localizes with Cmr1p in nuclear foci in response to DNA damage by MMS"
396,act1-119,ACT1,YFL039C,actin and polarity,pos_with_GEF,expanded dataset,,"Actin; structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions"
397,act1-124,ACT1,YFL039C,actin and polarity,pos_with_GEF,expanded dataset,,"Actin; structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions"
398,act1-125,ACT1,YFL039C,actin and polarity,pos_with_GEF,expanded dataset,,"Actin; structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions"
399,arc15-10,ARC15,YIL062C,actin and polarity,pos_with_GEF,expanded dataset,,Subunit of the ARP2/3 complex; ARP2/3 is required for the motility and integrity of cortical actin patches; has mRNA binding activity
400,cap2,CAP2,YIL034C,actin and polarity,pos_with_GEF,expanded dataset,,Beta subunit of the capping protein heterodimer (Cap1p and Cap2p); capping protein (CP) binds to the barbed ends of actin filaments preventing further polymerization; localized predominantly to cortical actin patches; protein increases in abundance and relocalizes from bud neck to plasma membrane upon DNA replication stress
401,cdc24-h,CDC24,YAL041W,actin and polarity,pos_with_GEF,expanded dataset,,"Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42"
402,rho3-1,RHO3,YIL118W,actin and polarity,pos_with_GEF,expanded dataset,,Non-essential small GTPase of the Rho/Rac family of Ras-like proteins; involved in the establishment of cell polarity; GTPase activity positively regulated by the GTPase activating protein (GAP) Rgd1p
403,pab1-5002,PAB1,YER165W,cleavage and polyadenylation factor,pos_with_GAP,expanded dataset,,"Poly(A) binding protein; interacts with the cleavage factor complex CF I, mediates interactions between the 5' cap structure and the 3' mRNA poly(A) tail, involved in control of poly(A) tail length, interacts with translation factor eIF-4G; stimulates, but is not required for the deadenylation activity of the Pan2p-Pan3p poly(A)-ribonuclease complex"
404,pti1-ts1,PTI1,YGR156W,cleavage and polyadenylation factor,mixed,expanded dataset,,Essential component of CPF (cleavage and polyadenylation factor); involved in 3' end formation of snoRNA and mRNA; interacts directly with Pta1p; relocalizes to the cytosol in response to hypoxia; similar to mammalian Cleavage-Stimulation Factor CstF-64
405,pti1-ts7,PTI1,YGR156W,cleavage and polyadenylation factor,mixed,expanded dataset,,Essential component of CPF (cleavage and polyadenylation factor); involved in 3' end formation of snoRNA and mRNA; interacts directly with Pta1p; relocalizes to the cytosol in response to hypoxia; similar to mammalian Cleavage-Stimulation Factor CstF-64
406,irr1-1,IRR1,YIL026C,cohesin,pos_with_GEF,expanded dataset,,Subunit of the cohesin complex; which is required for sister chromatid cohesion during mitosis and meiosis and interacts with centromeres and chromosome arms; relocalizes to the cytosol in response to hypoxia; essential for viability
407,smc4-1,SMC4,YLR086W,cohesin,pos_with_GAP,expanded dataset,,"Subunit of the condensin complex; condensin reorganizes chromosomes during both mitosis and meiosis; forms a subcomplex with Smc2p that has ATP-hydrolyzing and DNA-binding activity, but other condensin subunits are required for chromatin binding; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate"
408,fip1-433,FIP1,YJR093C,exosome and RNA degradation,pos_with_GEF,expanded dataset,,Subunit of cleavage polyadenylation factor (CPF); interacts directly with poly(A) polymerase (Pap1p) to regulate its activity; bridging factor that links Pap1p and the CPF complex via Yth1p
409,rmp1-ts,RMP1,YLR145W,exosome and RNA degradation,pos_with_GEF,expanded dataset,,"Subunit of RNase MRP; RNase MRP processes pre-rRNA and has a role in cell cycle-regulated degradation of daughter cell-specific mRNAs; unlike most subunits, not shared between RNase MRP and nuclear RNase P"
410,arp6,ARP6,YLR085C,histones and chromatin,mixed,expanded dataset,,"Actin-related protein that binds nucleosomes; a component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A"
411,bre1,BRE1,YDL074C,histones and chromatin,pos_with_GAP,expanded dataset,,"E3 ubiquitin ligase; forms heterodimer with Rad6p to regulate K63 polyubiquitination in response to oxidative stress and to monoubiquinate histone H2B-K123, which is required for the subsequent methylation of histone H3-K4 and H3-K79; required for DSBR, transcription, silencing, and checkpoint control; interacts with RNA-binding protein Npl3p, linking histone ubiquitination to mRNA processing; Bre1p-dependent histone ubiquitination promotes pre-mRNA splicing"
412,dia2,DIA2,YOR080W,histones and chromatin,pos_with_GAP,expanded dataset,,"Origin-binding F-box protein; forms SCF ubiquitin ligase complex with Skp1p and Cdc53p; functions in ubiquitination of silent chromatin structural protein Sir4p; required to target Cdc6p for destruction during G1 phase; required for deactivation of Rad53 checkpoint kinase, completion of DNA replication during recovery from DNA damage, assembly of RSC complex, RSC-mediated transcription regulation, and nucleosome positioning; involved in invasive and pseudohyphal growth"
413,hos2,HOS2,YGL194C,histones and chromatin,pos_with_GAP,expanded dataset,,"Histone deacetylase and subunit of Set3 and Rpd3L complexes; required for gene activation via specific deacetylation of lysines in H3 and H4 histone tails; subunit of the Set3 complex, a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; co-localizes with Cmr1p in nuclear foci in response to DNA damage by MMS"
414,ldb7,LDB7,YBL006C,histones and chromatin,pos_with_GEF,expanded dataset,,"Component of the RSC chromatin remodeling complex; interacts with Rsc3p, Rsc30p, Npl6p, and Htl1p to form a module important for a broad range of RSC functions"
415,puf6,PUF6,YDR496C,histones and chromatin,pos_with_GEF,expanded dataset,,"Pumilio-homology domain protein; binds the 3' UTR of ASH1 mRNA and represses its translation, resulting in proper asymmetric localization of ASH1 mRNA; required at post-transcriptional step for efficient retrotransposition; absence results in decreased Ty1 Gag:GFP protein levels; co-sediments with the 60S ribosomal subunit and is required for its biogenesis"
416,rtt109,RTT109,YLL002W,histones and chromatin,pos_with_GAP,expanded dataset,,"Histone acetyltransferase; critical for cell survival in presence of DNA damage during S phase, required for recovery after DSB repair; acetylates H3K56, H3K9; H3K56 acetylation activity required for expression homeostasis, buffering of mRNA synthesis rate against changes in gene dosage during S phase; involved in non-homologous end joining and regulation of Ty1 transposition; prevents hyper-amplification of rDNA; interacts physically with Vps75p"
417,taf1-2,TAF1,YGR274C,histones and chromatin,pos_with_GEF,expanded dataset,,"TFIID subunit, involved in RNA pol II transcription initiation; possesses in vitro histone acetyltransferase activity but its role in vivo appears to be minor; involved in promoter binding and G1/S progression; relocalizes to the cytosol in response to hypoxia"
418,taf12-l464a,TAF12,YDR145W,histones and chromatin,pos_with_GEF,expanded dataset,,"Subunit (61/68 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification, similar to histone H2A; overexpression of the human ortholog, TAF12, an oncogene involved in the formation of choroid plexus carcinomas, results in dosage chromosomal instability (dCIN) in a human cell line similar to the dCIN observed in yeast overexpressors"
419,vps72,VPS72,YDR485C,histones and chromatin,mixed,expanded dataset,,Htz1p-binding component of the SWR1 complex; exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; may function as a lock that prevents removal of H2AZ from nucleosomes; required for vacuolar protein sorting
420,act1-119,ACT1,YFL039C,kinetochore spindle actin tubulin mitotic exit,pos_with_GEF,expanded dataset,,"Actin; structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions"
421,act1-124,ACT1,YFL039C,kinetochore spindle actin tubulin mitotic exit,pos_with_GEF,expanded dataset,,"Actin; structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions"
422,act1-125,ACT1,YFL039C,kinetochore spindle actin tubulin mitotic exit,pos_with_GEF,expanded dataset,,"Actin; structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions"
423,arc15-10,ARC15,YIL062C,kinetochore spindle actin tubulin mitotic exit,pos_with_GEF,expanded dataset,,Subunit of the ARP2/3 complex; ARP2/3 is required for the motility and integrity of cortical actin patches; has mRNA binding activity
424,bub1,BUB1,YGR188C,kinetochore spindle actin tubulin mitotic exit,mixed,expanded dataset,,"Protein kinase involved in the cell cycle checkpoint into anaphase; in complex with Mad1p and Bub3p, prevents progression into anaphase in presence of spindle damage; Cdc28p-mediated phosphorylation at Bub1p-T566 is important for degradation in anaphase and adaptation of checkpoint to prolonged mitotic arrest; associates with centromere DNA via Skp1p; involved in Sgo1p relocalization in response to sister kinetochore tension; paralog MAD3 arose from whole genome duplication"
425,cap2,CAP2,YIL034C,kinetochore spindle actin tubulin mitotic exit,pos_with_GEF,expanded dataset,,Beta subunit of the capping protein heterodimer (Cap1p and Cap2p); capping protein (CP) binds to the barbed ends of actin filaments preventing further polymerization; localized predominantly to cortical actin patches; protein increases in abundance and relocalizes from bud neck to plasma membrane upon DNA replication stress
426,cbf1,CBF1,YJR060W,kinetochore spindle actin tubulin mitotic exit,pos_with_GEF,expanded dataset,,"Basic helix-loop-helix (bHLH) protein; forms homodimer to bind E-box consensus sequence CACGTG present at MET gene promoters and centromere DNA element I (CDEI); affects nucleosome positioning at this motif; associates with other transcription factors such as Met4p and Isw1p to mediate transcriptional activation or repression; associates with kinetochore proteins, required for chromosome segregation; protein abundance increases in response to DNA replication stress"
427,cbf2-2,CBF2,YGR140W,kinetochore spindle actin tubulin mitotic exit,pos_with_GAP,expanded dataset,,"Essential kinetochore protein; component of the CBF3 multisubunit complex that binds to the CDEIII region of the centromere; Cbf2p also binds to the CDEII region possibly forming a different multimeric complex, ubiquitinated in vivo; sumoylated in an Mms21p-dependent manner; relative distribution to the spindle pole body decreases upon DNA replication stress"
428,cct2-5002,CCT2,YIL142W,kinetochore spindle actin tubulin mitotic exit,pos_with_GAP,expanded dataset,,"Subunit beta of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo"
429,cdc14-1,CDC14,YFR028C,kinetochore spindle actin tubulin mitotic exit,mixed,expanded dataset,,"Protein phosphatase required for mitotic exit; required for rDNA segregation, cytokinesis, meiosis I spindle disassembly, environmental stress response; held in nucleolus by Cdc55p in early meiosis, liberated by FEAR and Mitotic Exit Network in anaphase, enabling it to effect a decrease in CDK/B-cyclin activity and mitotic exit; sequestered in metaphase II, released upon entry into anaphase II; human homolog CDC14A can complement thermosensitivity of yeast cdc14-1 mutant"
430,cdc20-2,CDC20,YGL116W,kinetochore spindle actin tubulin mitotic exit,mixed,expanded dataset,,"Activator of anaphase-promoting complex/cyclosome (APC/C); APC/C is required for metaphase/anaphase transition; directs ubiquitination of mitotic cyclins, Pds1p, and other anaphase inhibitors; cell-cycle regulated; potential Cdc28p substrate; relative distribution to the nucleus increases upon DNA replication stress"
431,cdc24-h,CDC24,YAL041W,kinetochore spindle actin tubulin mitotic exit,pos_with_GEF,expanded dataset,,"Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42"
432,cdc27-1,CDC27,YBL084C,kinetochore spindle actin tubulin mitotic exit,pos_with_GAP,expanded dataset,,"Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition"
433,cdc27-2,CDC27,YBL084C,kinetochore spindle actin tubulin mitotic exit,pos_with_GAP,expanded dataset,,"Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition"
434,cdh1,CDH1,YGL003C,kinetochore spindle actin tubulin mitotic exit,mixed,expanded dataset,,"Activator of anaphase-promoting complex/cyclosome (APC/C); antagonist of the spindle assembly checkpoint; directs ubiquitination of cyclins resulting in mitotic exit; targets the APC/C to specific substrates including: Cdc20p, Ase1p, Cin8p, Fin1p and Clb5p; partially active in metaphase, and fully active in anaphase; cell-cycle regulated"
435,ctf3,CTF3,YLR381W,kinetochore spindle actin tubulin mitotic exit,pos_with_GAP,expanded dataset,,Outer kinetochore protein that forms a complex with Mcm16p and Mcm22p; may bind the kinetochore to spindle microtubules; required for the spindle assembly checkpoint; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-I and fission yeast mis6
436,ctf8,CTF8,YHR191C,kinetochore spindle actin tubulin mitotic exit,pos_with_GAP,expanded dataset,,Subunit of a complex with Ctf18p; shares some subunits with Replication Factor C; required for sister chromatid cohesion
437,irr1-1,IRR1,YIL026C,kinetochore spindle actin tubulin mitotic exit,pos_with_GEF,expanded dataset,,Subunit of the cohesin complex; which is required for sister chromatid cohesion during mitosis and meiosis and interacts with centromeres and chromosome arms; relocalizes to the cytosol in response to hypoxia; essential for viability
438,rho3-1,RHO3,YIL118W,kinetochore spindle actin tubulin mitotic exit,pos_with_GEF,expanded dataset,,Non-essential small GTPase of the Rho/Rac family of Ras-like proteins; involved in the establishment of cell polarity; GTPase activity positively regulated by the GTPase activating protein (GAP) Rgd1p
439,smc4-1,SMC4,YLR086W,kinetochore spindle actin tubulin mitotic exit,pos_with_GAP,expanded dataset,,"Subunit of the condensin complex; condensin reorganizes chromosomes during both mitosis and meiosis; forms a subcomplex with Smc2p that has ATP-hydrolyzing and DNA-binding activity, but other condensin subunits are required for chromatin binding; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate"
440,spc25-1,SPC25,YER018C,kinetochore spindle actin tubulin mitotic exit,pos_with_GAP,expanded dataset,,"Component of the kinetochore-associated Ndc80 complex; involved in chromosome segregation, spindle checkpoint activity, and kinetochore clustering; evolutionarily conserved; other members include Ndc80p, Nuf2p, Spc24p, and Spc25p"
